,Unnamed: 0,prev_text,current_text,source,literal expression suggestion 1,Good or Not? ,Unnamed: 6,target,third note,literal expression suggestion 2,verbose literal expression,notes,Unnamed: 12,pos,source_pos
179,179,[EMPTY],"Do you stand for the Republic for which it stands or the do we stand for the ravings of Democracy.
    ",ravings,ideas,y,1.0,incoherence,,incoherence,,,,"[('Do', 'AUX'), ('you', 'PRON'), ('stand', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('Republic', 'PROPN'), ('for', 'ADP'), ('which', 'PRON'), ('it', 'PRON'), ('stands', 'VERB'), ('or', 'CCONJ'), ('the', 'PRON'), ('do', 'AUX'), ('we', 'PRON'), ('stand', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('ravings', 'NOUN'), ('of', 'ADP'), ('Democracy', 'NOUN'), ('\r\n    ', 'SPACE')]",NOUN
180,180,[EMPTY],"Again the bewitched-line-of-thought has to strike someone, which made me realize that poverty is a malaise that makes people want more than is given to them.
    ",malaise,condition,y,1.0,condition of discomfort,a condition that causes a persistent sense of unease or dissatisfaction,,,,Corrected annotation to literal interpretation (changed to y),"[('Again', 'ADV'), ('the', 'DET'), ('bewitched', 'VERB'), ('line', 'NOUN'), ('of', 'ADP'), ('thought', 'NOUN'), ('has', 'VERB'), ('to', 'PART'), ('strike', 'VERB'), ('someone', 'PRON'), (',', 'PUNCT'), ('which', 'PRON'), ('made', 'VERB'), ('me', 'PRON'), ('realize', 'VERB'), ('that', 'SCONJ'), ('poverty', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('malaise', 'NOUN'), ('that', 'PRON'), ('makes', 'VERB'), ('people', 'NOUN'), ('want', 'VERB'), ('more', 'ADJ'), ('than', 'SCONJ'), ('is', 'AUX'), ('given', 'VERB'), ('to', 'ADP'), ('them', 'PRON'), ('\r\n    ', 'SPACE')]",NOUN
181,181,"Those brilliant architechs of constitutional rights somehow forgot how important individual rights really were, and now are.","My idea of pursuing happiness does not include the leech of taxation and the loss of freedoms by regulation without representation.
      ",leech,taxation,n,0.0,detriment,,detriment,,,Corrected annotation to literal interpretation (changed to n),"[('My', 'PRON'), ('idea', 'NOUN'), ('of', 'ADP'), ('pursuing', 'VERB'), ('happiness', 'NOUN'), ('does', 'AUX'), ('not', 'PART'), ('include', 'VERB'), ('the', 'DET'), ('leech', 'NOUN'), ('of', 'ADP'), ('taxation', 'NOUN'), ('and', 'CCONJ'), ('the', 'DET'), ('loss', 'NOUN'), ('of', 'ADP'), ('freedoms', 'NOUN'), ('by', 'ADP'), ('regulation', 'NOUN'), ('without', 'ADP'), ('representation', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
182,182,"Sam took a rifle, I was satisfied with a pistol, one Beretta…","I’ve never been a maniac of guns, I’ve never shot to anyone, before… well… before this…”
      ",maniac,enthusiast,y,1.0,enthusiast,,,,,,"[('I', 'PRON'), ('’ve', 'AUX'), ('never', 'ADV'), ('been', 'AUX'), ('a', 'DET'), ('maniac', 'NOUN'), ('of', 'ADP'), ('guns', 'NOUN'), (',', 'PUNCT'), ('I', 'PRON'), ('’ve', 'AUX'), ('never', 'ADV'), ('shot', 'VERB'), ('to', 'ADP'), ('anyone', 'PRON'), (',', 'PUNCT'), ('before', 'ADP'), ('…', 'PUNCT'), ('well', 'ADV'), ('…', 'PUNCT'), ('before', 'ADP'), ('this', 'PRON'), ('…', 'PUNCT'), ('”', 'PUNCT'), ('\r\n      ', 'SPACE')]",NOUN
183,183,"The status of women is society is neither a new issue nor is it a fully settled one, and where Islam is mentioned, for many the term 'Muslim Women' prompts images of exhausted mothers chained to the stove, 'victims' suppressed in a life of indoctrination, frantic to be westernised and so on.","Others will go to great lengths to explain how the hijab is an obstacle, clouding the mind, and comment that female converts are either brainwashed, stupid or traitors to their sex.
      ",obstacle,rights preventer,y,1.0,problem,,problem,,,Corrected annotation to literal interpretation (changed to y),"[('Others', 'NOUN'), ('will', 'AUX'), ('go', 'VERB'), ('to', 'ADP'), ('great', 'ADJ'), ('lengths', 'NOUN'), ('to', 'PART'), ('explain', 'VERB'), ('how', 'SCONJ'), ('the', 'DET'), ('hijab', 'NOUN'), ('is', 'AUX'), ('an', 'DET'), ('obstacle', 'NOUN'), (',', 'PUNCT'), ('clouding', 'VERB'), ('the', 'DET'), ('mind', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('comment', 'VERB'), ('that', 'SCONJ'), ('female', 'ADJ'), ('converts', 'NOUN'), ('are', 'AUX'), ('either', 'CCONJ'), ('brainwashed', 'VERB'), (',', 'PUNCT'), ('stupid', 'ADJ'), ('or', 'CCONJ'), ('traitors', 'NOUN'), ('to', 'ADP'), ('their', 'PRON'), ('sex', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
184,184,"Because of that, and because of the Legislature's lopsided responses to voter-approved tax measures in the past, we don't support Sen. Ed Murray's bill to repeal the two-thirds majority for any legislation that ""reduces, repeals, terminated, expires or otherwise modifies"" a tax break.","One way and another, that could let the Legislature open the tax door a lot wider than voters wanted when they passed I-1053.
      ",door,quantity of taxation,n,0.0,opportunity,,opportunity,possibility,,,"[('One', 'NUM'), ('way', 'NOUN'), ('and', 'CCONJ'), ('another', 'PRON'), (',', 'PUNCT'), ('that', 'PRON'), ('could', 'AUX'), ('let', 'VERB'), ('the', 'DET'), ('Legislature', 'PROPN'), ('open', 'VERB'), ('the', 'DET'), ('tax', 'NOUN'), ('door', 'NOUN'), ('a', 'DET'), ('lot', 'NOUN'), ('wider', 'ADJ'), ('than', 'SCONJ'), ('voters', 'NOUN'), ('wanted', 'VERB'), ('when', 'SCONJ'), ('they', 'PRON'), ('passed', 'VERB'), ('I-1053', 'PRON'), ('\r\n      ', 'SPACE')]",NOUN
185,185,"The economy takes a deadweight loss. When government performs its limited responsibilities well, it creates economic value — and net new jobs. For example, the adjudication of disputes and the protection of lives and property create a foundation for business confidence, investment, and job creation. When policymakers reform existing government programs to improve their effectiveness, or eliminate ineffective programs altogether, they also maximize economic value and, thus, create net new jobs.","Most government job creation the Left wants, however, has the opposite effect. It destroys economic value and results in net job losses. Even in areas where properly structured government programs can add value, such as infrastructure improvement, today’s programs are so poorly conceived that routing more tax dollars into them to “stimulate the economy” is a fool’s errand. Government exists to perform a small number of discrete tasks that are difficult to perform through voluntary means. Beyond that, government is a liability, not an asset — and one that needs to be removed from our balance sheets. [Editorial from the Carolina Journal, September 2011
      ",liability,economic growth reducer,y,1.0,problem,,problem,,,Corrected annotation to literal interpretation (changed to y),"[('Most', 'ADJ'), ('government', 'NOUN'), ('job', 'NOUN'), ('creation', 'NOUN'), ('the', 'DET'), ('Left', 'PROPN'), ('wants', 'VERB'), (',', 'PUNCT'), ('however', 'ADV'), (',', 'PUNCT'), ('has', 'VERB'), ('the', 'DET'), ('opposite', 'ADJ'), ('effect', 'NOUN'), ('It', 'PRON'), ('destroys', 'VERB'), ('economic', 'ADJ'), ('value', 'NOUN'), ('and', 'CCONJ'), ('results', 'NOUN'), ('in', 'ADP'), ('net', 'ADJ'), ('job', 'NOUN'), ('losses', 'NOUN'), ('Even', 'ADV'), ('in', 'ADP'), ('areas', 'NOUN'), ('where', 'SCONJ'), ('properly', 'ADV'), ('structured', 'VERB'), ('government', 'NOUN'), ('programs', 'NOUN'), ('can', 'AUX'), ('add', 'VERB'), ('value', 'NOUN'), (',', 'PUNCT'), ('such', 'ADJ'), ('as', 'ADP'), ('infrastructure', 'NOUN'), ('improvement', 'NOUN'), (',', 'PUNCT'), ('today', 'NOUN'), ('’s', 'PART'), ('programs', 'NOUN'), ('are', 'AUX'), ('so', 'ADV'), ('poorly', 'ADV'), ('conceived', 'VERB'), ('that', 'SCONJ'), ('routing', 'VERB'), ('more', 'ADJ'), ('tax', 'NOUN'), ('dollars', 'NOUN'), ('into', 'ADP'), ('them', 'PRON'), ('to', 'PART'), ('“', 'PUNCT'), ('stimulate', 'VERB'), ('the', 'DET'), ('economy', 'NOUN'), ('”', 'PUNCT'), ('is', 'AUX'), ('a', 'DET'), ('fool', 'NOUN'), ('’s', 'PART'), ('errand', 'NOUN'), ('Government', 'NOUN'), ('exists', 'VERB'), ('to', 'PART'), ('perform', 'VERB'), ('a', 'DET'), ('small', 'ADJ'), ('number', 'NOUN'), ('of', 'ADP'), ('discrete', 'ADJ'), ('tasks', 'NOUN'), ('that', 'PRON'), ('are', 'AUX'), ('difficult', 'ADJ'), ('to', 'PART'), ('perform', 'VERB'), ('through', 'ADP'), ('voluntary', 'ADJ'), ('means', 'NOUN'), ('Beyond', 'ADP'), ('that', 'PRON'), (',', 'PUNCT'), ('government', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('liability', 'NOUN'), (',', 'PUNCT'), ('not', 'PART'), ('an', 'DET'), ('asset', 'NOUN'), ('—', 'PUNCT'), ('and', 'CCONJ'), ('one', 'NOUN'), ('that', 'PRON'), ('needs', 'VERB'), ('to', 'PART'), ('be', 'AUX'), ('removed', 'VERB'), ('from', 'ADP'), ('our', 'PRON'), ('balance', 'NOUN'), ('sheets', 'NOUN'), ('[', 'PUNCT'), ('Editorial', 'PROPN'), ('from', 'ADP'), ('the', 'DET'), ('\xa0', 'SPACE'), ('Carolina', 'PROPN'), ('Journal', 'PROPN'), (',', 'PUNCT'), ('\xa0', 'SPACE'), ('September', 'PROPN'), ('2011', 'NUM'), ('\r\n      ', 'SPACE')]",NOUN
186,186,[EMPTY],"So what do we need to know to break the chains of poverty in our lives?
    ",chains,obstacles,y,1.0,"restraints, limitations",,limitations,,,Corrected annotation to literal interpretation (changed to y),"[('So', 'ADV'), ('what', 'PRON'), ('do', 'AUX'), ('we', 'PRON'), ('need', 'VERB'), ('to', 'PART'), ('know', 'VERB'), ('to', 'PART'), ('break', 'VERB'), ('the', 'DET'), ('chains', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), ('in', 'ADP'), ('our', 'PRON'), ('lives', 'NOUN'), ('?', 'PUNCT'), ('\r\n    ', 'SPACE')]",NOUN
187,187,"They arent ""killed by guns""...they are killed by each other in a lifestyle that embraces both random and focused acts of violence.","Guns are the tools...gangs are the 'problem'...and OH it would be just SO ****ing inspirational to see those that purport to 'care' actually going after the 'problem' instead of repeatedly and mindlessly targeting firearms in the hands of law abiding citizens.
      ",tools,guns,n,0.0,objects,,objects,implements,,Corrected annotation to literal interpretation (changed to n),"[('Guns', 'NOUN'), ('are', 'AUX'), ('the', 'DET'), ('tools', 'NOUN'), ('gangs', 'NOUN'), ('are', 'AUX'), ('the', 'PRON'), (""'"", 'NUM'), (""problem'"", 'NOUN'), ('and', 'CCONJ'), ('OH', 'PROPN'), ('it', 'PRON'), ('would', 'AUX'), ('be', 'AUX'), ('just', 'ADV'), ('SO', 'ADV'), ('ing', 'NOUN'), ('inspirational', 'ADJ'), ('to', 'PART'), ('see', 'VERB'), ('those', 'PRON'), ('that', 'PRON'), ('purport', 'NOUN'), ('to', 'PART'), (""'"", 'PUNCT'), ('care', 'NOUN'), (""'"", 'PUNCT'), ('actually', 'ADV'), ('going', 'VERB'), ('after', 'ADP'), ('the', 'DET'), (""'"", 'PUNCT'), ('problem', 'NOUN'), (""'"", 'PUNCT'), ('instead', 'ADV'), ('of', 'ADP'), ('repeatedly', 'ADV'), ('and', 'CCONJ'), ('mindlessly', 'ADV'), ('targeting', 'VERB'), ('firearms', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('hands', 'NOUN'), ('of', 'ADP'), ('law', 'NOUN'), ('abiding', 'VERB'), ('citizens', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
188,188,•,"Washington, in defiance of the NRA, passed an initiative to require criminal and mental-health checks on gun buyers.
      ",defiance,opposition,y,1.0,opposition,,,,Not sure this usage should be considered metaphorical,,"[('Washington', 'PROPN'), (',', 'PUNCT'), ('in', 'ADP'), ('defiance', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('NRA', 'PROPN'), (',', 'PUNCT'), ('passed', 'VERB'), ('an', 'DET'), ('initiative', 'NOUN'), ('to', 'PART'), ('require', 'VERB'), ('criminal', 'ADJ'), ('and', 'CCONJ'), ('mental', 'ADJ'), ('health', 'NOUN'), ('checks', 'NOUN'), ('on', 'ADP'), ('gun', 'NOUN'), ('buyers', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
189,189,[EMPTY],"A query was run to derive a sub-sample of federal poverty participants from these zip codes, resulting in n=1,916 participants.
    ",participants,not metaphorical,y,1.0,,not that metaphorical,,,,,"[('A', 'DET'), ('query', 'NOUN'), ('was', 'AUX'), ('run', 'VERB'), ('to', 'PART'), ('derive', 'VERB'), ('a', 'DET'), ('sub', 'NOUN'), ('sample', 'NOUN'), ('of', 'ADP'), ('federal', 'ADJ'), ('poverty', 'NOUN'), ('participants', 'NOUN'), ('from', 'ADP'), ('these', 'DET'), ('zip', 'NOUN'), ('codes', 'NOUN'), (',', 'PUNCT'), ('resulting', 'VERB'), ('in', 'ADP'), ('n=1,916', 'PROPN'), ('participants', 'NOUN'), ('\r\n    ', 'SPACE')]",NOUN
190,190,[EMPTY],"They live in bondage to the NRA, these cowards, and if just one of them escapes the slavery and lives to tell the tale, others will follow. - See more at: http://www.thomhartmann.com/forum/2013/04/nra-may-have-won-temporary-victory-it-can%E2%80%99t-keep-winning-forever#sthash.rL9uS0BJ.dpuf
    ",bondage,influence,n,0.0,obedience,,obedience,,,,"[('They', 'PRON'), ('live', 'VERB'), ('in', 'ADP'), ('bondage', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('NRA', 'PROPN'), (',', 'PUNCT'), ('these', 'DET'), ('cowards', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('if', 'SCONJ'), ('just', 'ADV'), ('one', 'NUM'), ('of', 'ADP'), ('them', 'PRON'), ('escapes', 'VERB'), ('the', 'DET'), ('slavery', 'NOUN'), ('and', 'CCONJ'), ('lives', 'VERB'), ('to', 'PART'), ('tell', 'VERB'), ('the', 'DET'), ('tale', 'NOUN'), (',', 'PUNCT'), ('others', 'NOUN'), ('will', 'AUX'), ('follow', 'VERB'), ('See', 'VERB'), ('more', 'ADJ'), ('at', 'ADP'), (':', 'PUNCT'), ('http://www.thomhartmann.com/forum/2013/04/nra-may-have-won-temporary-victory-it-can%E2%80%99t-keep-winning-forever#sthash.rL9uS0BJ.dpuf', 'X'), ('\r\n    ', 'SPACE')]",NOUN
191,191,[EMPTY],"The NGO experiences establish that there is a strong latent demand for education even among the poorest and a responsive education system can overcome the obstacle of poverty to bring children into schools.
    ",obstacle,poverty,n,0.0,limitations,,limitations,,,Corrected annotation to literal interpretation (changed to n),"[('The', 'DET'), ('NGO', 'NOUN'), ('experiences', 'NOUN'), ('establish', 'VERB'), ('that', 'SCONJ'), ('there', 'PRON'), ('is', 'VERB'), ('a', 'DET'), ('strong', 'ADJ'), ('latent', 'ADJ'), ('demand', 'NOUN'), ('for', 'ADP'), ('education', 'NOUN'), ('even', 'ADV'), ('among', 'ADP'), ('the', 'DET'), ('poorest', 'ADJ'), ('and', 'CCONJ'), ('a', 'DET'), ('responsive', 'ADJ'), ('education', 'NOUN'), ('system', 'NOUN'), ('can', 'AUX'), ('overcome', 'VERB'), ('the', 'DET'), ('obstacle', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), ('to', 'PART'), ('bring', 'VERB'), ('children', 'NOUN'), ('into', 'ADP'), ('schools', 'NOUN'), ('\r\n    ', 'SPACE')]",NOUN
192,192,"The billionaire founder of Bloomberg L.P., who spent $74 million of his own money in 2001 to gain an office few thought he could win and $85 million more in 2005 to keep it, Bloomberg was a novice politician who took office just four months after the 2001 terror attack and oversaw an economic recovery that has included a boom in jobs, tourism and construction, The New York Times said last year.","In his second term, he has led a high profile national campaign to stem the flow of illegal guns and a local effort to reduce the stubbornly high rate of poverty, which affects one in five residents of a city of vast wealth.
      ",flow,distribution,y,1.0,distribution,,,,,,"[('In', 'ADP'), ('his', 'PRON'), ('second', 'ADJ'), ('term', 'NOUN'), (',', 'PUNCT'), ('he', 'PRON'), ('has', 'AUX'), ('led', 'VERB'), ('a', 'DET'), ('high', 'ADJ'), ('profile', 'NOUN'), ('national', 'ADJ'), ('campaign', 'NOUN'), ('to', 'PART'), ('stem', 'VERB'), ('the', 'DET'), ('flow', 'NOUN'), ('of', 'ADP'), ('illegal', 'ADJ'), ('guns', 'NOUN'), ('and', 'CCONJ'), ('a', 'DET'), ('local', 'ADJ'), ('effort', 'NOUN'), ('to', 'PART'), ('reduce', 'VERB'), ('the', 'DET'), ('stubbornly', 'ADV'), ('high', 'ADJ'), ('rate', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), (',', 'PUNCT'), ('which', 'PRON'), ('affects', 'VERB'), ('one', 'NUM'), ('in', 'ADP'), ('five', 'NUM'), ('residents', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('city', 'NOUN'), ('of', 'ADP'), ('vast', 'ADJ'), ('wealth', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
193,193,"Yesimade a mistake,qe didnt cause Japan inflation,it was used to combat extreme deflation caused by their housing Bubblecrashing in 1989.","Second Your Arhuing that if America Wantstovote emotionally to FRG us back 100 years in time,we should.Why I may ask,do you want to return to failed tariff wars and anti globalist great depression policies that ruined nearly every economy in the Western world????Do you realize no economy can be on top by producing and selling to itself,Infact those countries are almost always the poorest countries with the lowest standard of living.
    ",wars,trade conflicts or disputes,y,1.0,disagreements,,disagreements,,,,"[('Second', 'ADV'), ('Your', 'PRON'), ('Arhuing', 'PROPN'), ('that', 'SCONJ'), ('if', 'SCONJ'), ('America', 'PROPN'), ('Wantstovote', 'PROPN'), ('emotionally', 'ADV'), ('to', 'ADP'), ('FRG', 'PROPN'), ('us', 'PRON'), ('back', 'ADV'), ('100', 'NUM'), ('years', 'NOUN'), ('in', 'ADP'), ('time', 'NOUN'), (',', 'PUNCT'), ('we', 'PRON'), ('should', 'AUX'), ('Why', 'SCONJ'), ('I', 'PRON'), ('may', 'AUX'), ('ask', 'VERB'), (',', 'PUNCT'), ('do', 'AUX'), ('you', 'PRON'), ('want', 'VERB'), ('to', 'PART'), ('return', 'VERB'), ('to', 'ADP'), ('failed', 'VERB'), ('tariff', 'NOUN'), ('wars', 'NOUN'), ('and', 'CCONJ'), ('anti', 'ADJ'), ('globalist', 'ADJ'), ('great', 'ADJ'), ('depression', 'NOUN'), ('policies', 'NOUN'), ('that', 'PRON'), ('ruined', 'VERB'), ('nearly', 'ADV'), ('every', 'PRON'), ('economy', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('Western', 'ADJ'), ('world????Do', 'PRON'), ('you', 'PRON'), ('realize', 'VERB'), ('no', 'DET'), ('economy', 'NOUN'), ('can', 'AUX'), ('be', 'AUX'), ('on', 'ADP'), ('top', 'NOUN'), ('by', 'ADP'), ('producing', 'VERB'), ('and', 'CCONJ'), ('selling', 'VERB'), ('to', 'ADP'), ('itself', 'PRON'), (',', 'PUNCT'), ('Infact', 'PROPN'), ('those', 'DET'), ('countries', 'NOUN'), ('are', 'AUX'), ('almost', 'ADV'), ('always', 'ADV'), ('the', 'DET'), ('poorest', 'ADJ'), ('countries', 'NOUN'), ('with', 'ADP'), ('the', 'DET'), ('lowest', 'ADJ'), ('standard', 'NOUN'), ('of', 'ADP'), ('living', 'NOUN'), ('\r\n    ', 'SPACE')]",NOUN
194,194,"This event has ever since become a boomerang against the capitalists, and the Haymarket Martyrs belong to the international proletariat and the universal commemoration of May Day!","Today, there are reasons to fear that this ""terrorist card"" will be played again.
      ",card,strategy,y,1.0,strategy,,,,,,"[('Today', 'NOUN'), (',', 'PUNCT'), ('there', 'PRON'), ('are', 'VERB'), ('reasons', 'NOUN'), ('to', 'PART'), ('fear', 'VERB'), ('that', 'SCONJ'), ('this', 'DET'), ('""', 'PUNCT'), ('terrorist', 'ADJ'), ('card', 'NOUN'), ('""', 'PUNCT'), ('will', 'AUX'), ('be', 'AUX'), ('played', 'VERB'), ('again', 'ADV'), ('\r\n      ', 'SPACE')]",NOUN
195,195,"Managing your money is not necessarily funit takes time and lets face it, budgeting can feel like eating your peas.","And for a generation thats on the go, money management tools have been a ball and chain.
      ",tools,not metaphorical,n,0.0,methods,not that metaphorical,methods,,Not strongly metaphorical,,"[('And', 'CCONJ'), ('for', 'ADP'), ('a', 'DET'), ('generation', 'NOUN'), ('that', 'PRON'), ('s', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('go', 'NOUN'), (',', 'PUNCT'), ('money', 'NOUN'), ('management', 'NOUN'), ('tools', 'NOUN'), ('have', 'AUX'), ('been', 'AUX'), ('a', 'DET'), ('ball', 'NOUN'), ('and', 'CCONJ'), ('chain', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
196,196,"In theory and in practice, economic and political freedoms reinforce one another.","Political philosophers from Aristotle to Samuel Huntington have noted that economic development and an expanding middle class can provide more fertile ground for democracy.
      ",ground,conditions,y,1.0,conditions,,,,,,"[('Political', 'ADJ'), ('philosophers', 'NOUN'), ('from', 'ADP'), ('Aristotle', 'PROPN'), ('to', 'ADP'), ('Samuel', 'PROPN'), ('Huntington', 'PROPN'), ('have', 'AUX'), ('noted', 'VERB'), ('that', 'SCONJ'), ('economic', 'ADJ'), ('development', 'NOUN'), ('and', 'CCONJ'), ('an', 'DET'), ('expanding', 'VERB'), ('middle', 'ADJ'), ('class', 'NOUN'), ('can', 'AUX'), ('provide', 'VERB'), ('more', 'ADV'), ('fertile', 'ADJ'), ('ground', 'NOUN'), ('for', 'ADP'), ('democracy', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
197,197,"Even before Brown's withdrawal, only six parishes had not been affected by a withdrawal.","Schedler said its unclear why so many candidates are withdrawing from this election, but part of the reason could be the size of the election itself.
      ",size,scope,y,1.0,scale,not that metaphorical,scale,magnitude,Not strongly metaphorical,,"[('Schedler', 'NOUN'), ('said', 'VERB'), ('its', 'PRON'), ('unclear', 'ADJ'), ('why', 'SCONJ'), ('so', 'ADV'), ('many', 'ADJ'), ('candidates', 'NOUN'), ('are', 'AUX'), ('withdrawing', 'VERB'), ('from', 'ADP'), ('this', 'DET'), ('election', 'NOUN'), (',', 'PUNCT'), ('but', 'CCONJ'), ('part', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('reason', 'NOUN'), ('could', 'AUX'), ('be', 'AUX'), ('the', 'DET'), ('size', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('election', 'NOUN'), ('itself', 'PRON'), ('\r\n      ', 'SPACE')]",NOUN
